INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Seton Hill University,Greensburg,PA,www.setonhill.edu,2,2,21,40.308623,-79.556228,19,11,0.6913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42513,31280,31280,0.7895,38600,33400,37100,38900,39600,0.3544,0.6456
Shippensburg University of Pennsylvania,Shippensburg,PA,www.ship.edu/,1,2,31,40.057405,-77.5229,18,13,0.8313,490,495,465,20,19,21,NULL,981,23152,9774,18520,0.7394,47900,33900,39900,41300,47600,0.5104,0.4896
Slippery Rock University of Pennsylvania,Slippery Rock,PA,www.sru.edu,1,2,32,41.060814,-80.051814,18,13,0.6597,490,505,475,22,21,21,NULL,999,21741,9309,12939,0.8157,40500,32800,35700,38200,39500,0.4303,0.5697
Susquehanna University,Selinsgrove,PA,www.susqu.edu,2,2,32,40.79774,-76.87521,21,11,0.782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51134,40350,40350,0.8299,55700,37300,47000,50000,52200,0.4515,0.5485
Swarthmore College,Swarthmore,PA,www.swarthmore.edu,2,2,21,39.904081,-75.356066,21,11,0.1702,725,725,723,32,33,32,9,1433,60671,46060,46060,0.9536,67200,40900,50700,46600,68600,0.4928,0.5072
Temple University,Philadelphia,PA,www.temple.edu,1,2,11,39.980943,-75.158267,15,15,0.6173,555,565,545,25,25,25,8,1125,27202,14696,24722,0.8883,52900,40100,46400,49700,49900,0.4915,0.5085
Thiel College,Greenville,PA,www.thiel.edu,2,2,31,41.41308,-80.382134,21,11,0.6949,480,480,450,21,20,21,NULL,970,40841,27828,27828,0.6898,39700,29700,32800,35900,37500,0.5415,0.4585
Ursinus College,Collegeville,PA,www.ursinus.edu,2,2,21,40.19405,-75.455654,21,11,0.8316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58610,46080,46080,0.9176,55500,38600,45200,51300,54100,0.4789,0.5211
University of Valley Forge,Phoenixville,PA,www.valleyforge.edu,2,2,21,40.118341,-75.54864,22,8,0.9304,465,455,NULL,22,20,21,NULL,941,30612,20394,20394,0.7313,33500,27000,28300,29400,30900,0.5134,0.4866
Villanova University,Villanova,PA,www.villanova.edu,2,2,21,40.039388,-75.345457,17,14,0.4933,645,665,650,30,32,30,NULL,1313,58519,45966,45966,0.9367,84900,60100,66300,70700,78100,0.4766,0.5234
Washington & Jefferson College,Washington,PA,www.washjeff.edu,2,2,21,40.171898,-80.240388,21,11,0.4165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51369,41282,41282,0.8589,54900,40700,43200,48200,51400,0.5094,0.4906
Waynesburg University,Waynesburg,PA,www.waynesburg.edu,2,2,32,39.899419,-80.18727,18,11,0.8356,495,500,NULL,23,22,22,NULL,1008,30780,21290,21290,0.8182,50100,39800,42000,44400,47000,0.3977,0.6023
West Chester University of Pennsylvania,West Chester,PA,www.wcupa.edu,1,2,21,39.949084,-75.594631,18,16,0.5348,530,545,525,24,24,23,NULL,1079,24995,9144,19594,0.8787,48600,36900,41200,43200,46900,0.4009,0.5991
Westminster College,New Wilmington,PA,www.westminster.edu,2,2,31,41.118456,-80.331376,21,11,0.9366,525,525,495,23,22,23,NULL,1055,43709,33410,33410,0.8233,46000,35000,37500,38900,46100,0.4203,0.5797
Widener University-Main Campus,Chester,PA,www.widener.edu,2,2,21,39.86158,-75.356718,17,13,0.6501,500,525,NULL,22,21,22,NULL,1023,51753,39830,39830,0.7642,58700,46400,51300,52700,54200,0.4526,0.5474
Wilkes University,Wilkes-Barre,PA,www.wilkes.edu,2,2,13,41.243204,-75.88833,18,13,0.7863,515,530,500,NULL,NULL,NULL,NULL,1045,44685,31262,31262,0.786,58000,43800,51000,51200,55200,0.5289,0.4711
Wilson College,Chambersburg,PA,www.wilson.edu,2,2,13,39.947461,-77.658075,22,7,0.3128,475,495,450,22,22,20,NULL,976,41015,24380,24380,0.7857,34500,27600,31400,31100,33700,0.1202,0.8798
York College Pennsylvania,York,PA,www.ycp.edu,2,2,22,39.946709,-76.727266,20,14,0.4549,520,530,500,23,22,22,NULL,1050,28152,17630,17630,0.7875,51000,38900,43400,44500,48800,0.4472,0.5528
