INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Menlo College,Atherton,CA,www.menlo.edu,2,8,21,37.452906,-122.181444,29,8,0.4506,488,509,488,21,21,22,NULL,995,52454,37520,37520,0.7985,56500,35700,43300,46400,57000,0.5914,0.4086
Mills College,Oakland,CA,www.mills.edu,2,8,11,37.782639,-122.18789,18,11,0.7614,585,550,565,26,NULL,NULL,NULL,1152,56336,42918,42918,0.7113,46500,38600,37400,37700,46200,0,1
Mount Saint Mary's University,Los Angeles,CA,www.msmu.edu,2,8,11,34.082112,-118.480471,19,9,0.783,460,455,470,18,NULL,NULL,NULL,902,48372,34826,34826,0.7724,57000,52400,55900,57000,57100,0.0666,0.9334
Musicians Institute,Hollywood,CA,www.mi.edu,3,8,11,34.101527,-118.33783,30,9,0.945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39168,23985,23985,0.6522,32200,24500,30800,31200,29500,0.7962,0.2038
Notre Dame de Namur University,Belmont,CA,www.ndnu.edu,2,8,21,37.517501,-122.284618,18,10,0.7771,475,470,465,19,19,20,7,932,47565,31822,31822,0.75,53500,48200,49200,54000,55100,0.3331,0.6669
Occidental College,Los Angeles,CA,www.oxy.edu,2,8,11,34.126224,-118.210783,21,11,0.4204,645,655,655,29,31,29,9,1300,63363,47522,47522,0.9252,54600,37600,40800,44700,52700,0.4459,0.5541
Otis College of Art and Design,Los Angeles,CA,www.otis.edu,2,8,11,33.956607,-118.416615,30,9,0.6648,495,515,NULL,22,NULL,NULL,NULL,1010,53439,40490,40490,0.7875,51500,35500,44400,43800,48300,0.3284,0.6716
Hope International University,Fullerton,CA,www.hiu.edu,2,8,21,33.87616,-117.88573,19,10,0.31,447,452,446,19,17,18,NULL,896,38119,27130,27130,0.8088,41100,31000,36800,35600,39200,0.4498,0.5502
Pacific Union College,Angwin,CA,www.puc.edu,2,8,41,38.57409,-122.449639,21,11,0.4744,490,505,495,23,24,22,NULL,1017,39564,28131,28131,0.7866,54200,43300,49100,52200,52200,0.4371,0.5629
University of the Pacific,Stockton,CA,www.pacific.edu,2,8,11,37.980624,-121.307296,17,13,0.549,569,607,575,27,26,27,NULL,1185,54032,41342,41342,0.8595,80600,61000,73700,74300,78100,0.4842,0.5158
Pepperdine University,Malibu,CA,www.pepperdine.edu/,2,8,21,34.041912,-118.707677,17,14,0.3546,600,625,610,28,29,27,NULL,1234,61164,46692,46692,0.9246,71400,59100,61700,67300,72100,0.4089,0.5911
Pitzer College,Claremont,CA,www.pitzer.edu,2,8,21,34.103408,-117.705939,21,11,0.1302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61416,47020,47020,0.9011,49500,33600,34100,39400,43900,0.4219,0.5781
Point Loma Nazarene University,San Diego,CA,www.pointloma.edu,2,8,11,32.713295,-117.251204,18,11,0.6953,555,560,555,26,26,25,NULL,1135,44198,31406,31406,0.845,52300,43200,44100,45700,49700,0.3617,0.6383
Pomona College,Claremont,CA,www.pomona.edu,2,8,21,34.098298,-117.711944,21,11,0.1219,730,730,735,33,34,32,NULL,1454,59730,45832,45832,0.9848,70300,40000,51000,56300,58600,0.4936,0.5064
University of Redlands,Redlands,CA,www.redlands.edu,2,8,13,34.063571,-117.163847,18,13,0.7309,550,550,NULL,25,25,24,NULL,1110,57347,43186,43186,0.8746,56000,42200,48000,47900,54400,0.4305,0.5695
San Diego State University,San Diego,CA,www.sdsu.edu,1,8,11,32.77525,-117.071228,16,15,0.3448,545,565,NULL,25,24,25,NULL,1115,20631,6866,18026,0.8779,52000,38300,44400,46400,50100,0.4503,0.5497
University of San Diego,San Diego,CA,www.sandiego.edu,2,8,11,32.77142,-117.188721,17,13,0.4625,605,620,610,28,29,28,9,1243,57593,42908,42908,0.8982,66300,51400,57000,60400,60300,0.448,0.552
San Francisco Art Institute,San Francisco,CA,www.sfai.edu,2,8,11,37.803575,-122.417,30,7,0.9508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58010,40096,40096,0.6944,32600,27600,26300,29800,30200,0.4292,0.5708
San Francisco State University,San Francisco,CA,www.sfsu.edu,1,8,11,37.721345,-122.477905,17,15,0.6597,490,500,NULL,21,21,21,NULL,990,19998,6468,17628,0.836,51900,38200,43300,44900,48700,0.4357,0.5643
University of San Francisco,San Francisco,CA,https://www.usfca.edu,2,8,11,37.775564,-122.450977,17,16,0.6005,565,580,565,26,26,25,9,1152,58039,41450,41450,0.8717,70600,54700,58700,62200,64600,0.3778,0.6222
William Jessup University,Rocklin,CA,WWW.JESSUP.EDU,2,8,41,38.819494,-121.292968,22,10,0.7581,510,490,495,22,21,21,NULL,1009,37335,24990,24990,0.7911,41000,37600,35700,38300,41000,0.42,0.58
San Jose State University,San Jose,CA,www.sjsu.edu,1,8,11,37.335201,-121.881214,18,15,0.5985,505,535,NULL,22,21,23,NULL,1038,21112,7323,18483,0.8661,60200,43400,49200,51800,57300,0.5177,0.4823
Santa Clara University,Santa Clara,CA,www.scu.edu,2,8,12,37.352706,-121.938189,18,14,0.4935,635,665,NULL,30,NULL,NULL,NULL,1309,59020,43812,43812,0.962,79500,53800,64000,68400,74800,0.5041,0.4959
Scripps College,Claremont,CA,www.scrippscollege.edu,2,8,21,34.103655,-117.711336,21,8,0.284,695,665,680,31,32,29,9,1360,61370,47378,47378,0.9449,56600,32500,41100,43300,47300,0,1
Simpson University,Redding,CA,www.simpsonu.edu,2,8,13,40.61331,-122.333048,20,10,0.5736,515,515,495,22,22,22,NULL,1024,35070,24300,24300,0.7315,37900,31900,32500,33400,34900,0.3408,0.6592
Saint Mary's College of California,Moraga,CA,www.stmarys-ca.edu,2,8,41,37.83997,-122.106795,18,14,0.7595,545,555,560,25,25,25,8,1109,58362,41380,41380,0.8891,68600,41700,56200,52200,65500,0.4134,0.5866
Sonoma State University,Rohnert Park,CA,www.sonoma.edu,1,8,21,38.341023,-122.673261,18,13,0.8002,495,495,NULL,21,21,21,NULL,984,22604,7276,18436,0.8132,49400,36800,41900,43900,47400,0.3789,0.6211
Vanguard University of Southern California,Costa Mesa,CA,www.vanguard.edu,2,8,12,33.662686,-117.900911,20,9,0.58,495,475,NULL,21,20,21,NULL,970,42756,30050,30050,0.7538,44600,36600,35500,41000,43800,0.3395,0.6605
Southern California Institute of Architecture,Los Angeles,CA,www.sciarc.edu,2,8,11,34.04365,-118.232703,30,6,0.8079,521,642,549,24,23,26,9,1151,58142,40262,40262,0.9688,49000,36000,39100,39900,38500,0.6502,0.3498
University of Southern California,Los Angeles,CA,www.usc.edu/,2,8,11,34.021058,-118.283858,15,16,0.1802,670,710,690,31,32,31,NULL,1380,62092,48280,48280,0.9668,81300,62900,68800,74300,72800,0.4945,0.5055
Westmont College,Santa Barbara,CA,www.westmont.edu,2,8,22,34.449265,-119.661932,21,11,0.7936,590,580,580,26,28,26,NULL,1175,53670,39990,39990,0.9127,51700,35300,41400,43600,47800,0.3978,0.6022
Whittier College,Whittier,CA,www.whittier.edu,2,8,21,33.977625,-118.028402,21,11,0.6188,525,540,525,23,NULL,NULL,NULL,1061,50361,41836,41836,0.8727,48200,33500,37400,41000,46500,0.4483,0.5517
Stanford University,Stanford,CA,www.stanford.edu/,2,8,21,37.426967,-122.168826,15,17,0.0509,730,745,740,33,34,33,NULL,1465,60311,45195,45195,0.9845,125900,94900,98600,122100,109000,0.5278,0.4722
California State University-San Marcos,San Marcos,CA,www.csusm.edu,1,8,21,33.129115,-117.158013,19,17,0.618,475,480,NULL,20,19,20,NULL,948,17692,7169,18329,0.8276,49300,36900,41200,42300,47300,0.3957,0.6043
California State University-Monterey Bay,Seaside,CA,www.csumb.edu,1,8,22,36.653724,-121.799216,19,13,0.6936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18655,5963,17123,0.8341,43300,32900,37500,38200,41900,0.3795,0.6205
